"","first_half","second_half","method","n"
"gene344",0.156786745141538,-0.515928439013513,"CARseq LFC","Total sample size in a half = 25"
"gene345",-0.559716264990104,-0.429929342865502,"CARseq LFC","Total sample size in a half = 25"
"gene346",1.12066535699679,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene347",-3.4002513513013,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene348",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene349",0.0125396423205968,0.294594981313114,"CARseq LFC","Total sample size in a half = 25"
"gene350",-Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene351",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene352",Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene353",-0.60695463687086,-0.730999223358934,"CARseq LFC","Total sample size in a half = 25"
"gene354",NA,-0.360115518683412,"CARseq LFC","Total sample size in a half = 25"
"gene355",0.328178936270818,-1.18744634053925,"CARseq LFC","Total sample size in a half = 25"
"gene356",-Inf,0.130938920623571,"CARseq LFC","Total sample size in a half = 25"
"gene357",-1.36641879846662,-0.741309298831163,"CARseq LFC","Total sample size in a half = 25"
"gene358",-1.36086347728605,-0.966369977079875,"CARseq LFC","Total sample size in a half = 25"
"gene359",-1.02929753473113,-0.365628936435642,"CARseq LFC","Total sample size in a half = 25"
"gene360",-Inf,-0.740644115197858,"CARseq LFC","Total sample size in a half = 25"
"gene361",-Inf,0.450522349844303,"CARseq LFC","Total sample size in a half = 25"
"gene362",-0.65210990250101,NA,"CARseq LFC","Total sample size in a half = 25"
"gene363",0.316001772089318,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene364",-2.59313198124089,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene365",Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene366",-0.723380830240516,3.42186481350918,"CARseq LFC","Total sample size in a half = 25"
"gene367",1.4487889670497,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene368",Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene369",0.500783476343359,0.27756481756127,"CARseq LFC","Total sample size in a half = 25"
"gene370",-0.126405131008489,-0.211914876013193,"CARseq LFC","Total sample size in a half = 25"
"gene371",4.04940496490224,-0.952067617784055,"CARseq LFC","Total sample size in a half = 25"
"gene372",-0.664420153600508,0.751209811060221,"CARseq LFC","Total sample size in a half = 25"
"gene373",NA,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene374",-1.68575464466083,-0.717200461124327,"CARseq LFC","Total sample size in a half = 25"
"gene375",-1.61186615047505,NA,"CARseq LFC","Total sample size in a half = 25"
"gene376",-0.776238014925171,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene377",-0.71348821350441,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene378",NA,-1.51586701813789,"CARseq LFC","Total sample size in a half = 25"
"gene379",Inf,-1.41705100213748,"CARseq LFC","Total sample size in a half = 25"
"gene380",-0.980146050682848,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene381",-0.145200850136121,-0.0584159240081206,"CARseq LFC","Total sample size in a half = 25"
"gene382",-1.25221867433481,-0.459843104566365,"CARseq LFC","Total sample size in a half = 25"
"gene383",NA,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene384",-0.707913280830097,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene385",-1.28302273857086,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene386",-Inf,-0.855000175679493,"CARseq LFC","Total sample size in a half = 25"
"gene387",12.5850571801875,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene388",-0.495024899122188,-1.35880749964214,"CARseq LFC","Total sample size in a half = 25"
"gene389",-0.0963478480258482,0.533328440802842,"CARseq LFC","Total sample size in a half = 25"
"gene390",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene391",-Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene392",0.296040916748013,-1.58376800372018,"CARseq LFC","Total sample size in a half = 25"
"gene393",Inf,-0.443367927605502,"CARseq LFC","Total sample size in a half = 25"
"gene394",1.95191550038899,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene395",1.2920335442544,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene396",Inf,0.811800724724875,"CARseq LFC","Total sample size in a half = 25"
"gene397",Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene398",-2.04649289685774,-1.83694948290174,"CARseq LFC","Total sample size in a half = 25"
"gene399",NA,NA,"CARseq LFC","Total sample size in a half = 25"
"gene400",0.198131686579363,-0.564190028955142,"CARseq LFC","Total sample size in a half = 25"
"gene401",-0.947432502377985,-0.408831799690692,"CARseq LFC","Total sample size in a half = 25"
"gene402",-0.696596348139355,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene403",-1.30856804399694,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene404",Inf,0.976357135144139,"CARseq LFC","Total sample size in a half = 25"
"gene405",-Inf,-0.438016957802906,"CARseq LFC","Total sample size in a half = 25"
"gene406",Inf,-0.980769114306188,"CARseq LFC","Total sample size in a half = 25"
"gene407",-0.352856525077293,-0.913008791115134,"CARseq LFC","Total sample size in a half = 25"
"gene408",NA,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene409",-Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene410",0.590682728203818,-0.651552047554989,"CARseq LFC","Total sample size in a half = 25"
"gene411",-0.865708359645549,-0.802825754623708,"CARseq LFC","Total sample size in a half = 25"
"gene412",-Inf,0.174120334093739,"CARseq LFC","Total sample size in a half = 25"
"gene413",-Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene414",-13.9544110247152,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene415",Inf,-0.770728750480552,"CARseq LFC","Total sample size in a half = 25"
"gene416",-Inf,-0.0547343437570589,"CARseq LFC","Total sample size in a half = 25"
"gene417",Inf,NA,"CARseq LFC","Total sample size in a half = 25"
"gene418",Inf,-0.501144697691382,"CARseq LFC","Total sample size in a half = 25"
"gene419",-0.389396636215937,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene420",-0.583470313018934,1.10063889414615,"CARseq LFC","Total sample size in a half = 25"
"gene421",-Inf,-1.10269196900882,"CARseq LFC","Total sample size in a half = 25"
"gene422",Inf,-1.37526376935691,"CARseq LFC","Total sample size in a half = 25"
"gene423",-14.4110014491287,-0.166940781013368,"CARseq LFC","Total sample size in a half = 25"
"gene424",NA,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene425",Inf,-2.53389982237627,"CARseq LFC","Total sample size in a half = 25"
"gene426",-0.706431522951611,-0.354094194820715,"CARseq LFC","Total sample size in a half = 25"
"gene427",-1.10204031806039,-0.779100748417395,"CARseq LFC","Total sample size in a half = 25"
"gene428",0.611707783342395,-0.983588516014743,"CARseq LFC","Total sample size in a half = 25"
"gene429",Inf,0.349384526332981,"CARseq LFC","Total sample size in a half = 25"
"gene430",-5.35344646894378,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene431",-Inf,-0.0752793591460067,"CARseq LFC","Total sample size in a half = 25"
"gene432",-0.92936887347159,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene433",1.60694067535756,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene434",-Inf,0.159295296136496,"CARseq LFC","Total sample size in a half = 25"
"gene435",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene436",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene437",-0.375984860144465,-1.02591588345441,"CARseq LFC","Total sample size in a half = 25"
"gene438",NA,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene439",Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene440",Inf,0.363923780565357,"CARseq LFC","Total sample size in a half = 25"
"gene441",Inf,NA,"CARseq LFC","Total sample size in a half = 25"
"gene442",-0.716446360319529,-0.480001874666461,"CARseq LFC","Total sample size in a half = 25"
"gene443",-1.64893060683049,-0.564395662192775,"CARseq LFC","Total sample size in a half = 25"
"gene444",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene445",-0.238635590345452,-2.12216594813191,"CARseq LFC","Total sample size in a half = 25"
"gene446",-Inf,NA,"CARseq LFC","Total sample size in a half = 25"
"gene447",NA,NA,"CARseq LFC","Total sample size in a half = 25"
"gene448",NA,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene449",0.226263499631676,-0.609158832572418,"CARseq LFC","Total sample size in a half = 25"
"gene450",Inf,-0.848294345371096,"CARseq LFC","Total sample size in a half = 25"
"gene451",Inf,-0.686492271863164,"CARseq LFC","Total sample size in a half = 25"
"gene452",Inf,-2.50390191271814,"CARseq LFC","Total sample size in a half = 25"
"gene453",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene454",-0.706791663764031,NA,"CARseq LFC","Total sample size in a half = 25"
"gene455",-27.7570091808921,0.981244333982149,"CARseq LFC","Total sample size in a half = 25"
"gene456",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene457",-1.03370416946819,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene458",-0.00578899542715661,-0.869706733426683,"CARseq LFC","Total sample size in a half = 25"
"gene459",NA,NA,"CARseq LFC","Total sample size in a half = 25"
"gene460",NA,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene461",Inf,0.374772576602719,"CARseq LFC","Total sample size in a half = 25"
"gene462",-Inf,-0.613852162914596,"CARseq LFC","Total sample size in a half = 25"
"gene463",-0.770129813583863,-0.00962883710845386,"CARseq LFC","Total sample size in a half = 25"
"gene464",-1.0883984043248,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene465",1.18555829702349,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene466",NA,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene467",0.045160976503552,-0.696264514391242,"CARseq LFC","Total sample size in a half = 25"
"gene468",-Inf,0.538377689118826,"CARseq LFC","Total sample size in a half = 25"
"gene469",Inf,-1.69484899055499,"CARseq LFC","Total sample size in a half = 25"
"gene470",-Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene471",1.03946402354013,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene472",Inf,-0.213004759407974,"CARseq LFC","Total sample size in a half = 25"
"gene473",-Inf,-2.49449662791849,"CARseq LFC","Total sample size in a half = 25"
"gene474",-3.05901735318168,-0.158192829325398,"CARseq LFC","Total sample size in a half = 25"
"gene475",Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene476",-Inf,-0.0221413997579214,"CARseq LFC","Total sample size in a half = 25"
"gene477",-1.83771742608686,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene478",-1.06233084630109,-2.21047720859418,"CARseq LFC","Total sample size in a half = 25"
"gene479",0.175712908907215,NA,"CARseq LFC","Total sample size in a half = 25"
"gene480",0.509554246206524,-1.59993253678395,"CARseq LFC","Total sample size in a half = 25"
"gene481",Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene482",-Inf,-0.395893838679282,"CARseq LFC","Total sample size in a half = 25"
"gene483",NA,0.0725878560406117,"CARseq LFC","Total sample size in a half = 25"
"gene484",-2.58337550610567,0.251417571428124,"CARseq LFC","Total sample size in a half = 25"
"gene485",-1.39953841561865,-0.724754816275154,"CARseq LFC","Total sample size in a half = 25"
"gene486",-Inf,-1.40585052479739,"CARseq LFC","Total sample size in a half = 25"
"gene487",-1.29424757323149,-0.00554871428854553,"CARseq LFC","Total sample size in a half = 25"
"gene488",NA,NA,"CARseq LFC","Total sample size in a half = 25"
"gene489",-0.70496166348661,0.0747420865350088,"CARseq LFC","Total sample size in a half = 25"
"gene490",Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene491",-1.16273978164014,NA,"CARseq LFC","Total sample size in a half = 25"
"gene492",Inf,NA,"CARseq LFC","Total sample size in a half = 25"
"gene493",-1.14923654634274,-1.2740500405117,"CARseq LFC","Total sample size in a half = 25"
"gene494",0.576753907951856,-0.613613075933314,"CARseq LFC","Total sample size in a half = 25"
"gene495",Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene496",-Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene497",Inf,-2.7450464573892,"CARseq LFC","Total sample size in a half = 25"
"gene498",1.80131753403157,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene499",-0.624980168184166,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene500",NA,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene501",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene502",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene503",-Inf,-0.60039089780892,"CARseq LFC","Total sample size in a half = 25"
"gene504",Inf,-0.060593441893062,"CARseq LFC","Total sample size in a half = 25"
"gene505",NA,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene506",-0.451409287719243,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene507",1.48621848886244,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene508",2.4606387451824,NA,"CARseq LFC","Total sample size in a half = 25"
"gene509",-3.14468530235969,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene510",-1.55777535974329,-0.125967794578407,"CARseq LFC","Total sample size in a half = 25"
"gene511",-Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene512",-0.998190539665119,-3.4320805147501,"CARseq LFC","Total sample size in a half = 25"
"gene513",NA,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene514",-14.3208546099181,13.2740414422403,"CARseq LFC","Total sample size in a half = 25"
"gene515",-Inf,-0.317560268837223,"CARseq LFC","Total sample size in a half = 25"
"gene516",-1.12161256973659,-0.649147684768495,"CARseq LFC","Total sample size in a half = 25"
"gene517",-1.66674952089752,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene518",-Inf,-1.09754815402997,"CARseq LFC","Total sample size in a half = 25"
"gene519",0.301739165503233,0.0549155302623801,"CARseq LFC","Total sample size in a half = 25"
"gene520",NA,-1.90467071674383,"CARseq LFC","Total sample size in a half = 25"
"gene521",Inf,0.444882990443773,"CARseq LFC","Total sample size in a half = 25"
"gene522",-Inf,0.147669958805427,"CARseq LFC","Total sample size in a half = 25"
"gene523",-Inf,2.06933619436357,"CARseq LFC","Total sample size in a half = 25"
"gene524",NA,1.19894841387898,"CARseq LFC","Total sample size in a half = 25"
"gene525",NA,NA,"CARseq LFC","Total sample size in a half = 25"
"gene526",-Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene527",-Inf,0.480154569461201,"CARseq LFC","Total sample size in a half = 25"
"gene528",-0.388445943562656,-0.83440709554569,"CARseq LFC","Total sample size in a half = 25"
"gene529",-2.61632713417888,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene530",NA,NA,"CARseq LFC","Total sample size in a half = 25"
"gene531",-0.210812398745586,-0.534640910131268,"CARseq LFC","Total sample size in a half = 25"
"gene532",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene533",-Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene534",0.303610448822262,-0.884624076893243,"CARseq LFC","Total sample size in a half = 25"
"gene535",-Inf,-1.57776749741886,"CARseq LFC","Total sample size in a half = 25"
"gene536",NA,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene537",-0.433708370886627,-0.964780560626198,"CARseq LFC","Total sample size in a half = 25"
"gene538",1.09257871863052,-0.202393519649429,"CARseq LFC","Total sample size in a half = 25"
"gene539",-3.37318110269037,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene540",-4.74285745312813,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene541",Inf,-0.390327266589975,"CARseq LFC","Total sample size in a half = 25"
"gene542",-0.300534959373891,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene543",0.233223893125817,0.901486732775102,"CARseq LFC","Total sample size in a half = 25"
"gene544",-1.26323074722124,2.31752502014323,"CARseq LFC","Total sample size in a half = 25"
"gene545",Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene546",-0.617498811773759,-1.07684790156189,"CARseq LFC","Total sample size in a half = 25"
"gene547",-1.00776976588262,-0.619680020010979,"CARseq LFC","Total sample size in a half = 25"
"gene548",0.83903752385951,-1.22016572146434,"CARseq LFC","Total sample size in a half = 25"
"gene549",-2.24791760283664,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene550",-0.879142486101465,-0.813017554164403,"CARseq LFC","Total sample size in a half = 25"
